transaction_id,merchant_id,amount,timestamp,payment_method,failure_code,retry_count,webhook_delay_seconds,gateway_error_rate_delta,merchant_failure_rate_delta,cross_merchant_failure_rate,customer_previous_successes,customer_previous_failures,incident_active,actual_root_cause
txn_001415_ea7c4d,merchant_022,778.91,2026-08-12T14:17:33,wallet,card_expired,1,2.82,0.0112,0.059,0.0329,4,0,0,CARD_DECLINE
txn_000300_2f7474,merchant_039,2149.16,2026-08-12T14:35:11,card,issuer_declined,2,3.12,0.0691,0.0003,0.0619,2,0,0,CARD_DECLINE
txn_001250_a74a84,merchant_008,1139.96,2026-08-12T14:55:24,upi,insufficient_funds,1,0.28,0.0,0.1148,0.0868,2,3,0,INSUFFICIENT_FUNDS
txn_000177_173418,merchant_005,429.48,2026-08-12T14:55:45,card,3ds_auth_failed,0,0.51,0.1067,0.0844,0.0597,4,0,0,OTP_TIMEOUT
txn_001312_efc1c4,merchant_023,836.05,2026-08-12T15:30:26,netbanking,internal_error,0,5.31,0.5504,0.5606,0.5906,3,1,0,INFRASTRUCTURE
txn_000832_73a3d3,merchant_040,1939.32,2026-08-12T16:35:54,netbanking,session_expired,0,2.87,0.061,0.0105,0.0,4,0,0,USER_ABANDONMENT
txn_001323_56bd13,merchant_035,1722.72,2026-08-12T16:46:47,upi,session_expired,0,2.76,0.1127,0.0,0.0441,7,0,0,USER_ABANDONMENT
txn_000606_eb488f,merchant_031,3379.04,2026-08-12T17:08:20,netbanking,unknown,0,18.04,0.1441,0.4434,0.1892,9,1,0,WEBHOOK_AMBIGUITY
txn_000617_caa71b,merchant_029,819.11,2026-08-12T17:29:22,card,issuer_declined,0,1.3,0.0,0.032,0.1132,1,2,0,CARD_DECLINE
txn_000697_4a2b69,merchant_017,984.59,2026-08-12T17:41:22,netbanking,insufficient_funds,0,0.42,0.0385,0.1116,0.088,2,4,0,INSUFFICIENT_FUNDS
txn_000791_a89bd6,merchant_024,2953.55,2026-08-12T17:45:11,wallet,card_expired,2,0.09,0.0191,0.1169,0.0752,4,4,0,CARD_DECLINE
txn_001060_7b3d8c,merchant_010,2933.3,2026-08-12T17:49:46,netbanking,insufficient_funds,0,3.97,0.0481,0.0395,0.048,3,7,0,INSUFFICIENT_FUNDS
txn_000929_9dadf1,merchant_027,571.16,2026-08-12T18:43:33,netbanking,internal_error,0,2.32,0.6771,0.3009,0.2718,5,2,0,INFRASTRUCTURE
txn_000681_5277e7,merchant_031,3391.95,2026-08-12T18:57:38,netbanking,otp_timeout,0,0.03,0.1307,0.0825,0.0508,2,0,0,OTP_TIMEOUT
txn_000963_03b08c,merchant_012,284.9,2026-08-12T19:28:55,wallet,issuer_declined,2,3.2,0.0399,0.0564,0.0615,1,1,0,CARD_DECLINE
txn_000115_84d0d2,merchant_018,3441.13,2026-08-12T19:46:52,wallet,issuer_declined,0,8.29,0.0269,0.0998,0.0618,2,3,0,CARD_DECLINE
txn_000520_b301e3,merchant_024,3479.03,2026-08-12T19:47:18,wallet,otp_timeout,0,0.45,0.1776,0.0,0.0673,6,0,0,OTP_TIMEOUT
txn_000253_f0f690,merchant_030,2271.59,2026-08-12T20:01:00,wallet,service_unavailable,1,2.16,0.4952,0.4071,0.8034,3,1,0,INFRASTRUCTURE
txn_000566_87a29e,merchant_005,1380.92,2026-08-12T20:46:04,netbanking,insufficient_funds,0,0.39,0.0015,0.05,0.0866,5,0,0,INSUFFICIENT_FUNDS
txn_000506_5ce60e,merchant_005,1653.85,2026-08-12T20:57:32,upi,issuer_declined,0,8.62,0.0,0.0002,0.0795,3,3,0,CARD_DECLINE
txn_000678_01d5a4,merchant_019,508.76,2026-08-12T20:58:48,wallet,invalid_card,1,2.61,0.0457,0.0108,0.0523,3,1,0,CARD_DECLINE
txn_001186_edf985,merchant_040,251.7,2026-08-12T21:10:08,card,session_expired,0,3.56,0.0086,0.0346,0.0421,12,1,0,USER_ABANDONMENT
txn_001334_f3a624,merchant_035,3668.64,2026-08-12T21:39:08,wallet,invalid_card,0,6.86,0.0,0.1098,0.0449,1,2,0,CARD_DECLINE
txn_001273_48416f,merchant_007,6368.44,2026-08-12T21:47:56,wallet,insufficient_funds,0,0.05,0.0099,0.0194,0.0331,2,3,0,INSUFFICIENT_FUNDS
txn_000444_5946fd,merchant_039,3411.66,2026-08-12T21:58:39,netbanking,otp_timeout,1,2.23,0.08,0.0107,0.0476,2,1,0,OTP_TIMEOUT
txn_000715_a1142f,merchant_017,1097.6,2026-08-12T22:00:25,wallet,session_expired,0,2.92,0.0,0.0352,0.053,4,0,0,USER_ABANDONMENT
txn_001092_4648a0,merchant_020,418.43,2026-08-12T22:56:34,card,insufficient_funds,0,1.24,0.0342,0.0,0.0706,0,2,1,INSUFFICIENT_FUNDS
txn_001048_ee95b2,merchant_018,1480.11,2026-08-12T23:12:39,netbanking,internal_error,0,2.01,0.2935,0.341,0.6526,3,1,0,INFRASTRUCTURE
txn_000341_59abc2,merchant_033,2692.4,2026-08-12T23:33:04,upi,otp_timeout,1,2.46,0.0553,0.0427,0.0,6,0,0,OTP_TIMEOUT
txn_001435_f50e57,merchant_039,1563.52,2026-08-12T23:37:35,netbanking,insufficient_funds,0,4.63,0.0132,0.025,0.0,2,4,0,INSUFFICIENT_FUNDS
txn_000413_ffcbdc,merchant_019,12967.29,2026-08-13T00:22:56,wallet,otp_timeout,0,3.89,0.103,0.0361,0.0049,5,0,0,OTP_TIMEOUT
txn_001339_631a3b,merchant_009,884.91,2026-08-13T00:30:45,upi,invalid_card,1,0.65,0.0338,0.0,0.0,3,1,0,CARD_DECLINE
txn_001380_079afc,merchant_032,1345.34,2026-08-13T00:54:49,netbanking,3ds_auth_failed,1,3.21,0.0979,0.0702,0.0654,6,1,0,OTP_TIMEOUT
txn_000741_bb077f,merchant_011,600.52,2026-08-13T01:05:49,netbanking,service_unavailable,0,5.62,0.568,0.4788,0.3065,4,0,0,INFRASTRUCTURE
txn_000827_b047c1,merchant_031,3753.28,2026-08-13T01:17:37,card,gateway_timeout,0,2.63,0.6848,0.4774,0.2357,3,1,0,INFRASTRUCTURE
txn_000424_6b5bdb,merchant_035,2353.25,2026-08-13T01:21:46,netbanking,insufficient_funds,0,1.88,0.0689,0.0716,0.029,1,4,0,INSUFFICIENT_FUNDS
txn_000785_c53f01,merchant_020,146.61,2026-08-13T01:23:58,netbanking,otp_timeout,1,1.83,0.0945,0.0483,0.0604,7,2,0,OTP_TIMEOUT
txn_000547_7d240c,merchant_014,645.03,2026-08-13T01:40:05,wallet,service_unavailable,1,6.31,0.6578,0.4719,0.5758,6,2,0,INFRASTRUCTURE
txn_000362_0b55ae,merchant_039,78.27,2026-08-13T01:56:05,card,3ds_auth_failed,0,1.6,0.052,0.0918,0.04,9,0,0,OTP_TIMEOUT
txn_000404_550d0b,merchant_034,686.22,2026-08-13T02:00:11,card,invalid_card,2,1.21,0.081,0.0537,0.0635,3,4,0,CARD_DECLINE
txn_000284_8169d2,merchant_028,1114.6,2026-08-13T02:03:21,netbanking,card_expired,1,0.99,0.0253,0.0914,0.0474,0,3,0,CARD_DECLINE
txn_001031_772e16,merchant_004,894.2,2026-08-13T02:47:10,netbanking,insufficient_funds,0,0.39,0.026,0.0,0.0608,3,2,0,INSUFFICIENT_FUNDS
txn_000608_1d2341,merchant_014,1155.11,2026-08-13T03:25:58,netbanking,invalid_card,1,2.12,0.0595,0.0439,0.0048,3,3,0,CARD_DECLINE
txn_001355_6545a8,merchant_030,1018.37,2026-08-13T03:42:18,card,user_cancelled,0,4.02,0.0493,0.0602,0.056,6,0,0,USER_ABANDONMENT
txn_000089_b1d9bb,merchant_016,248.89,2026-08-13T03:43:35,card,user_cancelled,0,0.01,0.0,0.0,0.0912,2,1,0,USER_ABANDONMENT
txn_000267_90478c,merchant_032,798.72,2026-08-13T03:49:26,wallet,3ds_auth_failed,1,2.68,0.0944,0.0681,0.0462,7,0,0,OTP_TIMEOUT
txn_001497_25c23d,merchant_032,3532.88,2026-08-13T04:38:11,netbanking,user_cancelled,0,5.65,0.0,0.1061,0.1134,2,1,0,USER_ABANDONMENT
txn_000776_4d5616,merchant_034,758.19,2026-08-13T05:29:42,wallet,session_expired,0,1.23,0.0406,0.0968,0.1126,4,2,0,USER_ABANDONMENT
txn_000583_38b73c,merchant_039,937.96,2026-08-13T06:10:31,netbanking,internal_error,0,3.56,0.4486,0.3422,0.595,3,1,0,INFRASTRUCTURE
txn_000947_ac609c,merchant_038,7598.7,2026-08-13T06:12:53,wallet,user_cancelled,0,1.99,0.0861,0.0633,0.0141,7,1,0,USER_ABANDONMENT
txn_000750_99e02f,merchant_006,1624.58,2026-08-13T06:13:48,wallet,gateway_timeout,1,8.23,0.3752,0.6113,0.3283,7,0,0,INFRASTRUCTURE
txn_000121_2c9753,merchant_018,834.06,2026-08-13T06:25:03,upi,unknown,0,13.57,0.5257,0.176,0.135,4,1,0,WEBHOOK_AMBIGUITY
txn_001330_dc50d6,merchant_009,991.9,2026-08-13T06:41:48,upi,unknown,1,13.08,0.059,0.1375,0.0822,9,0,0,WEBHOOK_AMBIGUITY
txn_000577_b05a9e,merchant_004,1180.52,2026-08-13T06:42:10,netbanking,issuer_declined,2,3.4,0.0252,0.0019,0.0415,0,3,0,CARD_DECLINE
txn_001322_793f65,merchant_020,993.13,2026-08-13T07:05:12,card,internal_error,0,10.67,0.589,0.5553,0.377,5,0,0,INFRASTRUCTURE
txn_001405_86f443,merchant_030,3750.52,2026-08-13T07:50:16,card,insufficient_funds,1,1.76,0.0475,0.1221,0.0465,0,2,0,INSUFFICIENT_FUNDS
txn_000962_bf2154,merchant_006,1671.53,2026-08-13T08:11:20,netbanking,invalid_card,0,0.55,0.0,0.0183,0.0882,2,2,1,CARD_DECLINE
txn_001315_96e3ff,merchant_037,744.84,2026-08-13T10:20:00,card,insufficient_funds,0,0.81,0.1422,0.0699,0.0684,2,2,0,INSUFFICIENT_FUNDS
txn_000652_7f1570,merchant_007,2015.61,2026-08-13T10:38:20,card,service_unavailable,0,0.32,0.6772,0.4732,0.1309,8,1,0,INFRASTRUCTURE
txn_001015_da9ea5,merchant_004,2531.76,2026-08-13T11:20:36,card,issuer_declined,0,0.07,0.1322,0.0792,0.1019,2,5,0,CARD_DECLINE
txn_000015_9ef283,merchant_034,2486.65,2026-08-13T11:35:40,card,user_cancelled,0,6.17,0.0007,0.0377,0.0674,2,0,0,USER_ABANDONMENT
txn_000047_9b10b1,merchant_017,741.84,2026-08-13T11:39:43,upi,3ds_auth_failed,1,2.16,0.0523,0.0439,0.0924,9,1,0,OTP_TIMEOUT
txn_001115_8941c5,merchant_033,9604.82,2026-08-13T11:53:30,upi,service_unavailable,1,3.62,0.6614,0.4225,0.582,6,0,0,INFRASTRUCTURE
txn_000856_4483c8,merchant_019,791.84,2026-08-13T12:09:04,netbanking,service_unavailable,1,7.75,0.3693,0.5898,0.1909,4,0,0,INFRASTRUCTURE
txn_001155_fe299d,merchant_038,4547.0,2026-08-13T12:33:15,upi,insufficient_funds,1,1.31,0.052,0.0534,0.0144,0,6,0,INSUFFICIENT_FUNDS
txn_001324_75201d,merchant_008,1852.5,2026-08-13T12:51:16,upi,3ds_auth_failed,0,0.98,0.2289,0.0719,0.0287,8,0,0,OTP_TIMEOUT
txn_000328_d2c9ee,merchant_007,486.81,2026-08-13T13:01:42,upi,card_expired,0,1.04,0.0375,0.0603,0.0664,3,1,0,CARD_DECLINE
txn_001444_6bcd10,merchant_002,1468.33,2026-08-13T13:05:48,card,unknown,0,18.83,0.1802,0.2922,0.2605,4,1,1,WEBHOOK_AMBIGUITY
txn_001105_d7c240,merchant_016,5545.15,2026-08-13T13:15:40,upi,3ds_auth_failed,1,0.27,0.1864,0.0802,0.0,1,0,0,OTP_TIMEOUT
txn_000202_9ef13b,merchant_027,371.79,2026-08-13T13:49:28,upi,insufficient_funds,1,0.7,0.0,0.1017,0.0871,0,2,0,INSUFFICIENT_FUNDS
txn_001211_985c45,merchant_013,4570.8,2026-08-13T14:59:57,card,unknown,0,11.87,0.0993,0.0988,0.1922,4,0,0,WEBHOOK_AMBIGUITY
txn_001475_522845,merchant_018,1479.12,2026-08-13T15:05:44,upi,issuer_declined,1,0.69,0.0,0.0918,0.0827,3,3,0,CARD_DECLINE
txn_000861_ff9e68,merchant_026,735.97,2026-08-13T15:16:51,upi,invalid_card,1,4.8,0.0191,0.0421,0.0106,0,2,0,CARD_DECLINE
txn_000829_a9c6ba,merchant_009,1055.26,2026-08-13T15:24:48,wallet,issuer_declined,0,1.22,0.074,0.0,0.0582,2,3,0,CARD_DECLINE
txn_001027_2a0d21,merchant_038,118.78,2026-08-13T15:51:42,upi,gateway_timeout,1,6.48,0.5601,0.6141,0.2438,0,0,0,INFRASTRUCTURE
txn_000498_89fb4c,merchant_038,7265.89,2026-08-13T15:58:39,netbanking,insufficient_funds,0,1.44,0.0284,0.0,0.0684,1,2,0,INSUFFICIENT_FUNDS
txn_000410_bb5980,merchant_028,2692.94,2026-08-13T16:00:08,netbanking,insufficient_funds,0,0.46,0.0,0.0205,0.0399,0,2,0,INSUFFICIENT_FUNDS
txn_000982_300949,merchant_012,1273.45,2026-08-13T16:11:56,card,unknown,0,11.79,0.3467,0.1985,0.2075,5,0,0,WEBHOOK_AMBIGUITY
txn_001150_41c263,merchant_028,2025.8,2026-08-13T16:18:52,upi,insufficient_funds,0,4.55,0.0869,0.0185,0.0539,1,2,0,INSUFFICIENT_FUNDS
txn_000467_f7dbf6,merchant_025,13588.06,2026-08-13T16:58:38,upi,internal_error,0,4.75,0.4512,0.5231,0.2996,9,1,0,INFRASTRUCTURE
txn_001161_1e75b1,merchant_035,903.45,2026-08-13T17:09:59,upi,gateway_timeout,1,4.66,0.4708,0.3436,0.2245,4,0,0,INFRASTRUCTURE
txn_000768_f6c4d8,merchant_031,2696.17,2026-08-13T17:23:26,wallet,session_expired,0,2.56,0.0117,0.0085,0.0421,6,0,0,USER_ABANDONMENT
txn_001166_22ff33,merchant_029,1759.07,2026-08-13T17:44:37,wallet,insufficient_funds,1,0.37,0.0207,0.0956,0.113,3,1,0,INSUFFICIENT_FUNDS
txn_000720_fb6e28,merchant_005,3116.45,2026-08-13T18:20:00,upi,insufficient_funds,1,1.31,0.0182,0.0337,0.0529,0,3,0,INSUFFICIENT_FUNDS
txn_000422_05fbd3,merchant_002,756.82,2026-08-13T18:46:41,upi,gateway_timeout,0,22.28,0.1089,0.0,0.0,4,0,0,WEBHOOK_AMBIGUITY
txn_001167_9af63f,merchant_038,3690.54,2026-08-13T19:19:54,upi,insufficient_funds,0,0.42,0.0811,0.0871,0.036,3,2,0,INSUFFICIENT_FUNDS
txn_000518_79f3ef,merchant_017,40.87,2026-08-13T20:03:02,netbanking,card_expired,2,0.84,0.0,0.0,0.0116,1,0,0,CARD_DECLINE
txn_000133_d2ab7b,merchant_005,5071.22,2026-08-13T20:22:11,upi,insufficient_funds,1,3.28,0.0811,0.0481,0.0026,2,5,0,INSUFFICIENT_FUNDS
txn_000180_03c94e,merchant_023,3162.44,2026-08-13T20:39:14,upi,session_expired,0,0.55,0.0888,0.0,0.0571,2,0,0,USER_ABANDONMENT
txn_001328_06f0d8,merchant_029,390.67,2026-08-13T21:24:34,upi,insufficient_funds,0,0.52,0.0,0.108,0.0233,1,2,0,INSUFFICIENT_FUNDS
txn_000926_bcc8dc,merchant_028,691.03,2026-08-13T21:32:37,wallet,issuer_declined,2,2.54,0.0359,0.1276,0.0199,3,1,0,CARD_DECLINE
txn_000804_14ca8c,merchant_027,5226.49,2026-08-13T21:41:19,wallet,3ds_auth_failed,1,6.05,0.0865,0.0,0.0656,4,0,0,OTP_TIMEOUT
txn_000395_5456bd,merchant_038,389.81,2026-08-13T21:57:39,wallet,unknown,0,11.38,0.4799,0.4156,0.2004,2,0,1,WEBHOOK_AMBIGUITY
txn_000094_8f99e3,merchant_037,819.26,2026-08-13T22:14:45,card,card_expired,2,1.79,0.0641,0.0151,0.0,2,3,0,CARD_DECLINE
txn_000800_e7e8ab,merchant_027,821.12,2026-08-13T22:19:45,netbanking,insufficient_funds,0,9.17,0.0,0.0771,0.0,2,0,0,INSUFFICIENT_FUNDS
txn_000826_5e3a7f,merchant_007,967.77,2026-08-13T22:21:32,wallet,internal_error,1,1.67,0.8647,0.4958,0.3485,3,1,0,INFRASTRUCTURE
txn_001374_4ca32e,merchant_019,580.52,2026-08-13T22:38:52,card,internal_error,0,7.55,0.9198,0.514,0.396,4,0,0,INFRASTRUCTURE
txn_000373_5b172c,merchant_027,340.47,2026-08-13T22:57:16,upi,3ds_auth_failed,0,5.37,0.1835,0.1052,0.0444,6,0,0,OTP_TIMEOUT
txn_000194_367264,merchant_039,504.57,2026-08-13T23:11:13,netbanking,card_expired,1,4.49,0.0,0.048,0.0,5,1,0,CARD_DECLINE
txn_000853_c59a37,merchant_001,5101.55,2026-08-14T00:09:39,wallet,gateway_timeout,0,16.29,0.1661,0.0,0.0694,5,0,0,WEBHOOK_AMBIGUITY
txn_000551_fa4743,merchant_028,7871.41,2026-08-14T00:27:58,upi,gateway_timeout,0,7.38,0.3887,0.3677,0.2428,4,0,0,WEBHOOK_AMBIGUITY
txn_000489_33f86e,merchant_011,6932.44,2026-08-14T00:48:17,upi,insufficient_funds,0,0.58,0.0392,0.0786,0.0287,1,2,0,INSUFFICIENT_FUNDS
txn_001178_fc0f33,merchant_026,4014.98,2026-08-14T00:50:07,upi,service_unavailable,0,2.99,0.6126,0.3183,0.3238,6,0,0,INFRASTRUCTURE
txn_001345_940da9,merchant_005,1021.5,2026-08-14T00:51:55,wallet,service_unavailable,1,0.14,0.7618,0.4582,0.4291,3,0,0,INFRASTRUCTURE
txn_000955_9aece9,merchant_038,4320.66,2026-08-14T00:53:04,upi,internal_error,1,9.24,0.5338,0.4489,0.6108,4,0,0,INFRASTRUCTURE
txn_000285_09a6fb,merchant_022,933.4,2026-08-14T01:48:19,wallet,insufficient_funds,1,0.23,0.0152,0.0714,0.0,2,3,0,INSUFFICIENT_FUNDS
txn_000717_8ecbfa,merchant_021,678.97,2026-08-14T02:54:47,upi,invalid_card,1,2.5,0.0092,0.0391,0.1187,2,3,0,CARD_DECLINE
txn_000737_6dc859,merchant_003,289.25,2026-08-14T03:13:22,netbanking,service_unavailable,0,2.39,0.6075,0.117,0.4316,1,0,0,INFRASTRUCTURE
txn_001032_8b95f5,merchant_026,949.98,2026-08-14T03:48:06,upi,session_expired,0,3.33,0.0619,0.091,0.0551,4,0,0,USER_ABANDONMENT
txn_001381_767b3a,merchant_026,481.46,2026-08-14T03:55:41,upi,gateway_timeout,1,11.46,0.0518,0.0432,0.1554,1,1,0,WEBHOOK_AMBIGUITY
txn_000311_5f836e,merchant_026,3279.97,2026-08-14T04:04:17,netbanking,insufficient_funds,1,0.31,0.0898,0.1454,0.0106,1,3,0,INSUFFICIENT_FUNDS
txn_000007_231caf,merchant_032,3721.71,2026-08-14T04:09:49,upi,otp_timeout,1,0.14,0.0714,0.059,0.1044,6,1,0,OTP_TIMEOUT
txn_001190_dc125f,merchant_038,1227.86,2026-08-14T04:20:24,upi,insufficient_funds,0,1.82,0.0,0.1395,0.1096,0,3,0,INSUFFICIENT_FUNDS
txn_000682_da3607,merchant_012,1261.54,2026-08-14T04:40:16,wallet,insufficient_funds,0,0.3,0.0959,0.126,0.054,0,2,0,INSUFFICIENT_FUNDS
txn_000903_378d6b,merchant_023,3004.13,2026-08-14T04:47:51,netbanking,unknown,1,13.68,0.605,0.0355,0.0222,3,0,0,WEBHOOK_AMBIGUITY
txn_000399_41ce14,merchant_007,1272.59,2026-08-14T04:58:13,netbanking,invalid_card,0,0.14,0.0916,0.0227,0.0996,3,1,0,CARD_DECLINE
txn_000684_1bef18,merchant_001,828.38,2026-08-14T05:01:55,card,user_cancelled,0,0.39,0.0,0.0,0.0646,7,1,0,USER_ABANDONMENT
txn_000745_ab49f6,merchant_037,1100.97,2026-08-14T06:10:46,netbanking,insufficient_funds,0,1.99,0.0264,0.0642,0.1012,5,0,0,INSUFFICIENT_FUNDS
txn_000980_e8f55d,merchant_040,1190.76,2026-08-14T06:10:46,netbanking,3ds_auth_failed,0,3.31,0.2182,0.0,0.0162,3,2,0,OTP_TIMEOUT
txn_000802_b97eea,merchant_005,4552.43,2026-08-14T06:43:05,netbanking,3ds_auth_failed,1,0.07,0.0,0.0512,0.0624,7,0,0,OTP_TIMEOUT
txn_000670_990263,merchant_005,890.92,2026-08-14T07:06:21,wallet,internal_error,0,1.85,0.4509,0.3169,0.5836,5,1,0,INFRASTRUCTURE
txn_000375_d9ec29,merchant_026,543.48,2026-08-14T07:37:46,card,internal_error,1,10.77,0.7885,0.3158,0.3239,5,0,0,INFRASTRUCTURE
txn_001114_9fedf2,merchant_031,2094.62,2026-08-14T07:48:34,upi,gateway_timeout,0,2.87,0.6568,0.5475,0.6945,3,0,0,INFRASTRUCTURE
txn_001013_af468f,merchant_002,749.65,2026-08-14T07:55:04,upi,issuer_declined,1,0.58,0.1107,0.083,0.0084,2,4,0,CARD_DECLINE
txn_001110_a56465,merchant_034,1039.05,2026-08-14T08:07:29,card,card_expired,2,5.48,0.0308,0.0854,0.0606,3,1,0,CARD_DECLINE
txn_001477_5f5275,merchant_031,3690.68,2026-08-14T08:17:18,card,user_cancelled,0,2.14,0.0,0.0839,0.0774,5,0,0,USER_ABANDONMENT
txn_000213_d9a538,merchant_021,2833.74,2026-08-14T08:21:20,upi,unknown,1,9.36,0.1726,0.4959,0.0718,9,0,0,WEBHOOK_AMBIGUITY
txn_001097_1303e2,merchant_037,7644.52,2026-08-14T08:27:27,card,invalid_card,2,0.2,0.1723,0.0893,0.1034,1,6,0,CARD_DECLINE
txn_001340_5029c0,merchant_020,17757.54,2026-08-14T09:00:40,upi,user_cancelled,0,3.49,0.0,0.1224,0.12,6,2,0,USER_ABANDONMENT
txn_000439_b219a0,merchant_033,7235.71,2026-08-14T09:02:35,wallet,insufficient_funds,0,4.06,0.0405,0.0408,0.0054,5,5,0,INSUFFICIENT_FUNDS
txn_000561_5d4e95,merchant_021,687.13,2026-08-14T09:18:38,netbanking,insufficient_funds,1,2.46,0.0625,0.1038,0.0461,0,2,0,INSUFFICIENT_FUNDS
txn_000350_009db1,merchant_018,4576.45,2026-08-14T09:30:48,netbanking,3ds_auth_failed,0,3.49,0.044,0.0272,0.0839,5,0,0,OTP_TIMEOUT
txn_000666_da6f49,merchant_027,1600.89,2026-08-14T11:01:01,wallet,card_expired,2,1.14,0.0376,0.0202,0.006,1,4,0,CARD_DECLINE
txn_000866_ba6292,merchant_025,1474.26,2026-08-14T12:06:37,wallet,gateway_timeout,1,7.57,0.4414,0.3975,0.2608,4,0,0,INFRASTRUCTURE
txn_000321_6f430d,merchant_016,3055.82,2026-08-14T12:38:22,wallet,internal_error,1,1.56,0.7912,0.3622,0.3027,4,0,0,INFRASTRUCTURE
txn_000625_43fc49,merchant_006,1220.95,2026-08-14T12:48:46,netbanking,insufficient_funds,1,0.61,0.0272,0.0079,0.0667,1,1,0,INSUFFICIENT_FUNDS
txn_000532_d3536f,merchant_003,565.74,2026-08-14T12:58:48,wallet,insufficient_funds,1,0.18,0.103,0.0855,0.0169,0,4,0,INSUFFICIENT_FUNDS
txn_000327_be076a,merchant_040,496.38,2026-08-14T13:31:13,card,insufficient_funds,1,0.97,0.0361,0.0,0.0293,2,4,1,INSUFFICIENT_FUNDS
txn_001184_3ba127,merchant_037,2980.46,2026-08-14T13:46:43,upi,issuer_declined,1,2.21,0.0847,0.0358,0.0512,3,4,0,CARD_DECLINE
txn_000927_9f0b43,merchant_006,7926.27,2026-08-14T13:55:16,netbanking,service_unavailable,1,12.76,0.4944,0.4007,0.4242,4,1,0,INFRASTRUCTURE
txn_000187_e163a3,merchant_039,848.28,2026-08-14T14:17:42,card,insufficient_funds,1,0.23,0.0777,0.0209,0.0476,3,4,0,INSUFFICIENT_FUNDS
txn_000056_5fa790,merchant_029,6287.31,2026-08-14T14:25:16,wallet,gateway_timeout,0,17.41,0.2695,0.0715,0.1229,6,1,0,WEBHOOK_AMBIGUITY
txn_000189_73bf22,merchant_019,451.76,2026-08-14T14:34:24,card,session_expired,0,2.22,0.0642,0.0793,0.023,4,0,0,USER_ABANDONMENT
txn_000434_d62f48,merchant_027,10216.99,2026-08-14T14:42:09,wallet,unknown,0,19.13,0.3333,0.3262,0.0436,4,0,0,WEBHOOK_AMBIGUITY
txn_000464_a91a35,merchant_028,423.9,2026-08-14T15:54:53,netbanking,session_expired,0,3.13,0.0352,0.0287,0.0664,4,0,0,USER_ABANDONMENT
txn_000872_a7a1b0,merchant_027,419.15,2026-08-14T16:04:06,netbanking,insufficient_funds,1,0.18,0.1459,0.0104,0.036,2,4,0,INSUFFICIENT_FUNDS
txn_000550_cae78f,merchant_019,1628.98,2026-08-14T16:28:22,wallet,user_cancelled,0,0.01,0.0454,0.073,0.1038,6,0,0,USER_ABANDONMENT
txn_000041_2ad749,merchant_035,1390.4,2026-08-14T17:04:21,card,insufficient_funds,1,14.77,0.0377,0.0976,0.0187,2,0,0,INSUFFICIENT_FUNDS
txn_000123_3a614d,merchant_016,192.11,2026-08-14T17:28:48,netbanking,otp_timeout,1,3.67,0.0219,0.0,0.0507,3,0,0,OTP_TIMEOUT
txn_000164_990c64,merchant_033,3977.51,2026-08-14T17:34:06,wallet,otp_timeout,1,1.71,0.2098,0.0,0.1278,2,1,0,OTP_TIMEOUT
txn_000000_688403,merchant_023,515.55,2026-08-14T17:54:14,card,user_cancelled,0,0.17,0.0875,0.097,0.0,7,0,0,USER_ABANDONMENT
txn_001136_4a15be,merchant_032,2856.46,2026-08-14T18:11:53,wallet,session_expired,0,2.67,0.1064,0.0,0.0684,7,0,0,USER_ABANDONMENT
txn_000048_539c8f,merchant_018,1022.97,2026-08-14T19:20:07,card,gateway_timeout,0,15.06,0.0879,0.0,0.0,6,3,0,WEBHOOK_AMBIGUITY
txn_000393_269596,merchant_040,671.08,2026-08-14T19:44:23,wallet,3ds_auth_failed,0,0.26,0.0982,0.0361,0.0778,1,0,0,OTP_TIMEOUT
txn_000396_e65b48,merchant_010,2620.13,2026-08-14T20:00:22,card,session_expired,0,6.92,0.009,0.1049,0.0551,3,1,0,USER_ABANDONMENT
txn_001154_b003bf,merchant_022,1388.62,2026-08-14T20:00:38,upi,internal_error,1,1.37,0.6274,0.4063,0.2331,3,0,0,INFRASTRUCTURE
txn_001461_8c3db2,merchant_025,80.81,2026-08-14T20:08:42,wallet,session_expired,0,2.47,0.0518,0.0458,0.0,8,0,0,USER_ABANDONMENT
txn_000077_a8bc3d,merchant_021,428.51,2026-08-14T20:59:54,card,unknown,0,21.39,0.0196,0.2881,0.3312,5,1,0,WEBHOOK_AMBIGUITY
txn_000727_ce07d9,merchant_003,22737.4,2026-08-14T21:09:10,netbanking,insufficient_funds,1,4.38,0.1586,0.0639,0.0965,3,3,0,INSUFFICIENT_FUNDS
txn_000083_7fbf5a,merchant_012,2750.79,2026-08-14T21:54:53,upi,gateway_timeout,0,14.6,0.0033,0.0517,0.0,6,0,0,WEBHOOK_AMBIGUITY
txn_000920_6eca3e,merchant_018,436.01,2026-08-14T22:27:46,wallet,otp_timeout,0,0.47,0.0635,0.0155,0.0327,5,0,1,OTP_TIMEOUT
txn_000003_297287,merchant_012,363.85,2026-08-14T23:05:05,card,session_expired,0,0.72,0.0265,0.0181,0.1098,7,0,0,USER_ABANDONMENT
txn_001088_613b04,merchant_026,280.39,2026-08-14T23:14:02,card,otp_timeout,1,2.59,0.0738,0.068,0.0825,2,1,0,OTP_TIMEOUT
